[01/15/2022 - 01:32:20AM] Papyrus log opened (PC-64)
[01/15/2022 - 01:32:20AM] Update budget: 1.200000ms (Extra tasklet budget: 1.200000ms, Load screen budget: 500.000000ms)
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:REScriptExtension", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:InducedRaidScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:AlterAttackers", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "creationclub:kgjfo4001:namepoolscript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:StartVertibird", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:KGJFO4001:LinkedNamePoolScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccFRSFO4003:TerminalScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccFRSFO4003:cc_ObjectivesObtainedCheckScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccSBJFO4002:RadstagActivateScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccSBJFO4002:RadstageActivateScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccSBJFO4002:RadstagTeleportBackup", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4002:LightEnableDisableScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4002:TerminalSetStageScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4002:TerminalHackScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "creationclub:tosfo4002:counterscript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4002:SynthUnconsciousScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4002:SignalStrengthScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccBGSFO4117:WaveEnableFunctionScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccBGSFO4046_:PickupCloakEffectScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccBGSFO4046_:GunnerTerminalScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccBGSFO4046_:GunnerSignalStrengthScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccBGSFO4046_:GunnerPipboyPerkScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccBGSFO4117:RadioOffonActivateScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccBGSFO4117:BlockActivation", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4002:SynthEncounterDisableScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "DLC04:DLC04OperatorsRifleAnimationScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccRZRFO4001:ccRZRFO4001_RadioSceneToggleScript", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:ChainedDoorLoad", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:SWKFO4001:ChainLoadDoor", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "CreationClub:TOSFO4002:ccTOSFO4002_LightSwitch", missing file?
[01/15/2022 - 01:32:21AM] Cannot open store for class "ccBGSFO4117:OnActivateTeleportScript", missing file?
